Contig,Gene,log2-fold change (after/before drought),TAIR or Pfam ID,Symbol,Protein product of domain type
m01oak44871Cz,,-3.16,,,
m01oak33014JI,m01oak33014JI-t01.1,-3.16,r:PF00560,LRR_1,Leucine Rich Repeat
m01oak02959Cz,,-3.16,,,
m01oak19514Cz,,-3.16,,,
m01oak07060sC,m01oak07060sC-t01.1,-3.16,AT3G18080,BGLU44,B-S glucosidase 44
m01oak01372CC,m01oak01372CC-t01.1,-3.16,AT1G75350,emb2184,Ribosomal protein L31
m01oak59603cF,,-3.16,,,
m01oak13850CC,m01oak13850CC-t01.1,-3.16,AT5G04260,WCRKC2,WCRKC thioredoxin 2
m01oak03147cC,m01oak03147cC-t01.1,-3.16,AT5G67260,CYCD3;2,CYCLIN D3;2
m01oak66719cf,m01oak66719cf-t01.1,-3.16,AT2G46050,,Pentatricopeptide repeat (PPR-like) superfamily protein
m01oak04041CT,m01oak04041CT-t01.1,-3.16,AT4G21860,MSRB2,methionine sulfoxide reductase B 2
m01oak16746Cz,,-3.16,,,
m01oak63165Cz,,-3.16,,,
m01oak20607Cz,,-3.16,,,
m01oak10321Jt,m01oak10321Jt-t01.1,-3.16,D:PF00931 r:PF00560,NB-ARC 4x:LRR_1,NB-ARC domain ~ Leucine Rich Repeat
m01oak09205cC,m01oak09205cC-t01.1,-3.16,AT4G39700,,Heavy metal transport / detoxification superfamily protein
m01oak01177cC,m01oak01177cC-t01.1,-3.16,F:PF02309,AUX_IAA,AUX/IAA family
m01oak04563cf,,-3.16,,,
m01oak10501Ct,m01oak10501Ct-t01.1,-3.16,AT4G22290,,Ubiquitin-specific protease family C19-related protein
m01oak48808Cz,,-3.16,,,
m01oak37597CI,m01oak37597CI-t01.1,-3.16,F:PF01657,2x:Stress-antifung,Salt stress response/antifungal
m01oak54962Cz,,-3.16,,,
m01oak37399CT,m01oak37399CT-t01.1,-3.16,F:PF03552,Cellulose_synt,Cellulose synthase
m01oak64093Cz,,-3.16,,,
m01oak21487Jz,,-3.16,,,
m01oak23586ci,m01oak23586ci-t01.1,-3.16,D:PF00931,NB-ARC,NB-ARC domain
m01oak62290Cz,,-3.16,,,
m01oak02419ct,m01oak02419ct-t01.1,-3.16,AT5G10290,,leucine-rich repeat transmembrane protein kinase family protein
m01oak62600Jz,,-3.16,,,
m01oak12627Cf,,-3.16,,,
m01oak25698Cz,,-3.16,,,
m01oak20562CF,m01oak20562CF-t01.1,-3.16,D:PF08245 D:PF02875 D:PF02826,Mur_ligase_M Mur_ligase_C 2-Hacid_dh_C,"Mur ligase middle domain ~ Mur ligase family, glutamate ligase domain ~ D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain"
m01oak14891Cz,,-3.16,,,
m01oak39303Jz,,-3.16,,,
m01oak56638Cz,,-3.16,,,
m01oak06851cf,,-3.16,,,
m01oak66653Cz,,-3.16,,,
m01oak16663cF,,-3.17,,,
m01oak07833Cz,,-3.17,,,
m01oak19317CT,,-3.17,,,
m01oak32362Cz,,-3.17,,,
m01oak04605Cf,m01oak04605Cf-t01.1,-3.17,AT2G01320,,ABC-2 type transporter family protein
m01oak14067Cz,,-3.17,,,
m01oak08470CT,m01oak08470CT-t01.1,-3.17,D:PF13768 D:PF00092 D:PF13519,VWA_3 VWA VWA_2,von Willebrand factor type A domain ~ von Willebrand factor type A domain ~ von Willebrand factor type A domain
m01oak35849Cz,,-3.17,,,
m01oak17050Cz,,-3.17,,,
m01oak23594Cz,,-3.17,,,
m01oak17530Cz,,-3.17,,,
m01oak11519cI,m01oak11519cI-t01.1,-3.17,F:PF03514,GRAS,GRAS domain family
m01oak25144Cz,,-3.17,,,
m01oak24478Cz,,-3.17,,,
m01oak27956Cz,,-3.17,,,
m01oak22044Cz,,-3.17,,,
m01oak72140Cz,,-3.17,,,
m01oak21189cc,m01oak21189cc-t01.1,-3.17,r:PF07725 D:PF13676 F:PF01582 D:PF00931 r:PF00560,LRR_3 TIR_2 TIR NB-ARC 2x:LRR_1,Leucine Rich Repeat ~ TIR domain ~ TIR domain ~ NB-ARC domain ~ Leucine Rich Repeat
m01oak04510cC,m01oak04510cC-t01.1,-3.17,AT1G54520,,unknown protein
m01oak21340Cz,,-3.17,,,
m01oak54669Cz,,-3.17,,,
m01oak25153Cz,,-3.17,,,
m01oak64241Cz,,-3.17,,,
m01oak41820Cz,,-3.17,,,
m01oak21905Cz,,-3.17,,,
m01oak46746Cz,,-3.17,,,
m01oak10373CC,m01oak10373CC-t01.1,-3.17,AT1G21350,,Thioredoxin superfamily protein
m01oak17055Jz,,-3.17,,,
m01oak35076Cz,,-3.17,,,
m01oak41753Cz,,-3.17,,,
m01oak36017Cz,,-3.17,,,
m01oak07521cC,m01oak07521cC-t01.1,-3.17,AT2G27500,,Glycosyl hydrolase superfamily protein
m01oak45014Cz,,-3.17,,,
m01oak07398Cz,,-3.17,,,
m01oak26903Cz,,-3.17,,,
m01oak05482cC,m01oak05482cC-t01.1,-3.17,AT5G03900,,Iron-sulphur cluster biosynthesis family protein
m01oak27597Cz,,-3.17,,,
m01oak51319Cz,,-3.17,,,
m01oak20904cC,,-3.17,,,
m01oak41001Cz,,-3.17,,,
m01oak77882Cz,,-3.17,,,
m01oak01472cC,m01oak01472cC-t01.1,-3.17,AT5G04140,GLU1,glutamate synthase 1
m01oak15874cC,m01oak15874cC-t01.1,-3.18,AT5G66600,,"Protein of unknown function, DUF547"
m01oak16126cf,m01oak16126cf-t01.1,-3.18,D:PF13401 D:PF00931,AAA_22 NB-ARC,AAA domain ~ NB-ARC domain
m01oak56854Cz,,-3.18,,,
m01oak16166Cc,,-3.18,,,
m01oak21982Cz,,-3.18,,,
m01oak48773Cz,,-3.18,,,
m01oak02895cF,m01oak02895cF-t01.1,-3.18,AT1G45207,,Remorin family protein
m01oak32820Cz,,-3.18,,,
m01oak54400Cz,,-3.18,,,
m01oak57591Cz,,-3.18,,,
m01oak04942Cc,m01oak04942Cc-t01.1,-3.18,F:PF03094,Mlo,Mlo family
m01oak64959Ct,m01oak64959Ct-t01.1,-3.18,D:PF00182,Glyco_hydro_19,Chitinase class I
m01oak44233Cz,,-3.18,,,
m01oak15670Cz,,-3.18,,,
m01oak21161Cz,,-3.18,,,
m01oak44122Cz,,-3.18,,,
m01oak10643CC,m01oak10643CC-t01.1,-3.18,F:PF03109,ABC1,ABC1 family
m01oak33034Cz,,-3.18,,,
m01oak40796Cz,,-3.18,,,
m01oak12177Cz,,-3.18,,,
m01oak41457Cz,,-3.18,,,
m01oak08047cC,m01oak08047cC-t01.1,-3.18,AT3G50770,CML41,calmodulin-like 41
m01oak47331ji,,-3.18,,,
m01oak27903Cz,,-3.18,,,
m01oak02314Cz,,-3.18,,,
m01oak26517Cz,,-3.18,,,
m01oak14563cC,m01oak14563cC-t01.1,-3.18,r:PF00400,5x:WD40,"WD domain, G-beta repeat"
m01oak40142Cz,,-3.18,,,
m01oak32222cc,,-3.18,,,
m01oak49139Cz,,-3.18,,,
m01oak22030Cz,,-3.18,,,
m01oak24237Cz,,-3.18,,,
m01oak06443CC,m01oak06443CC-t01.1,-3.18,AT1G02730,CSLD5,cellulose synthase-like D5
m01oak01388ct,m01oak01388ct-t01.1,-3.18,F:PF15365,PNRC,Proline-rich nuclear receptor coactivator
m01oak57781Cz,,-3.18,,,
m01oak55923cf,,-3.18,,,
m01oak60043Cz,,-3.18,,,
m01oak18975Cz,,-3.18,,,
m01oak68597Cz,,-3.18,,,
m01oak04337cF,m01oak04337cF-t01.1,-3.18,m:PF09425 D:PF06200 D:PF00320 m:PF06203,CCT_2 tify GATA CCT,Divergent CCT motif ~ tify domain ~ GATA zinc finger ~ CCT motif
m01oak22003CC,m01oak22003CC-t01.1,-3.18,D:PF00403 F:PF12710 F:PF00122 D:PF00702,HMA HAD E1-E2_ATPase Hydrolase,Heavy-metal-associated domain ~ haloacid dehalogenase-like hydrolase ~ E1-E2 ATPase ~ haloacid dehalogenase-like hydrolase
m01oak08512Jt,m01oak08512Jt-t01.1,-3.18,D:PF12041 F:PF03514,DELLA GRAS,Transcriptional regulator DELLA protein N terminal ~ GRAS domain family
m01oak26096Cz,,-3.19,,,
m01oak16203Cz,,-3.19,,,
m01oak52404Cz,,-3.19,,,
m01oak19629cC,m01oak19629cC-t01.1,-3.19,D:PF03101,FAR1,FAR1 DNA-binding domain
m01oak06604CC,m01oak06604CC-t01.1,-3.19,AT1G16720,HCF173,high chlorophyll fluorescence phenotype 173
m01oak31839Cz,,-3.19,,,
m01oak49965Cz,,-3.19,,,
m01oak66095CT,,-3.19,,,
m01oak32135Cz,,-3.19,,,
m01oak35834Cz,,-3.19,,,
m01oak20753Cz,,-3.19,,,
m01oak01128jC,m01oak01128jC-t01.1,-3.19,F:PF14365 F:PF03080,DUF4409 DUF239,Domain of unknown function (DUF4409) ~ Domain of unknown function (DUF239)
m01oak31279ci,,-3.19,,,
m01oak29983Jz,,-3.19,,,
m01oak08864CC,m01oak08864CC-t01.1,-3.19,AT3G48425,,DNAse I-like superfamily protein
m01oak07683CF,m01oak07683CF-t01.1,-3.19,F:PF01425,Amidase,Amidase
m01oak49070Cz,,-3.19,,,
m01oak40907Cz,,-3.19,,,
m01oak38988Cz,,-3.19,,,
m01oak05173cC,m01oak05173cC-t01.1,-3.19,AT5G36210,,alpha/beta-Hydrolases superfamily protein
m01oak53744Cz,,-3.19,,,
m01oak53955Cz,,-3.19,,,
m01oak49142Cz,,-3.19,,,
m01oak29057cF,,-3.19,,,
m01oak24597Cz,,-3.19,,,
m01oak13172Cz,m01oak13172Cz-t01.1,-3.19,r:PF12854 r:PF13041 r:PF13812 F:PF01535,PPR_1 PPR_2 2x:PPR_3 2x:PPR,PPR repeat ~ PPR repeat family ~ Pentatricopeptide repeat domain ~ PPR repeat
m01oak05717CC,m01oak05717CC-t01.1,-3.19,AT2G44830,,Protein kinase superfamily protein
m01oak46892cF,m01oak46892cF-t01.1,-3.19,F:PF03552,Cellulose_synt,Cellulose synthase
m01oak01966cC,m01oak01966cC-t01.1,-3.19,F:PF00657,Lipase_GDSL,GDSL-like Lipase/Acylhydrolase
m01oak07446CC,m01oak07446CC-t01.1,-3.19,AT3G10700,GalAK,galacturonic acid kinase
m01oak68192Jz,,-3.19,,,
m01oak16608cC,m01oak16608cC-t01.1,-3.20,AT1G07120,,unknown protein
m01oak10343CC,m01oak10343CC-t01.1,-3.20,AT5G11810,,unknown protein
m01oak23306Cz,,-3.20,,,
m01oak65208cf,,-3.20,,,
m01oak04670CC,m01oak04670CC-t01.1,-3.20,AT3G03773,,HSP20-like chaperones superfamily protein
m01oak10148CF,m01oak10148CF-t01.1,-3.20,AT2G37050,,Leucine-rich repeat protein kinase family protein
m01oak42377Ct,m01oak42377Ct-t01.1,-3.20,D:PF07983,X8,X8 domain
m01oak01376cC,m01oak01376cC-t01.1,-3.20,AT5G57660,COL5,CONSTANS-like 5
m01oak40097Cz,,-3.20,,,
m01oak01971Ct,,-3.20,,,
m01oak06258Ct,m01oak06258Ct-t01.1,-3.20,AT2G26340,,unknown protein
m01oak20857CF,m01oak20857CF-t01.1,-3.20,D:PF01373,Glyco_hydro_14,Glycosyl hydrolase family 14
m01oak74036Jz,,-3.20,,,
m01oak48439Cz,,-3.20,,,
m01oak30060Cz,,-3.20,,,
m01oak30392Cz,,-3.20,,,
m01oak08037CC,m01oak08037CC-t01.1,-3.20,r:PF13964 r:PF01344 D:PF12937 D:PF00646,Kelch_6 Kelch_1 F-box-like F-box,Kelch motif ~ Kelch motif ~ F-box-like ~ F-box domain
m01oak05027cC,m01oak05027cC-t01.1,-3.20,AT1G34640,,peptidases
m01oak51182Cz,,-3.20,,,
m01oak69925Cz,,-3.20,,,
m01oak14693Cz,,-3.20,,,
m01oak39468Cz,,-3.20,,,
m01oak27397Jz,,-3.20,,,
m01oak16083Cz,,-3.20,,,
m01oak27934Cz,,-3.20,,,
m01oak53501cc,,-3.20,,,
m01oak31854Cz,,-3.20,,,
m01oak18960cC,m01oak18960cC-t01.1,-3.20,AT1G49390,,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
m01oak02488cC,m01oak02488cC-t01.1,-3.20,F:PF02469,2x:Fasciclin,Fasciclin domain
m01oak01810CC,m01oak01810CC-t01.1,-3.20,F:PF03083,2x:MtN3_slv,Sugar efflux transporter for intercellular exchange
m01oak30611Cz,,-3.20,,,
m01oak48689Cz,,-3.20,,,
m01oak15118Cz,,-3.20,,,
m01oak17885Cz,m01oak17885Cz-t01.1,-3.20,F:PF03151,TPT,Triose-phosphate Transporter family
m01oak51150Cz,,-3.20,,,
m01oak68802Ct,,-3.20,,,
m01oak07776cf,,-3.20,,,
m01oak36481Cz,,-3.20,,,
m01oak20027Cz,,-3.21,,,
m01oak07869Ct,,-3.21,,,
m01oak03331CC,m01oak03331CC-t01.1,-3.21,AT2G26910,PDR4,pleiotropic drug resistance 4
m01oak11701Cz,,-3.21,,,
m01oak54705Cz,,-3.21,,,
m01oak17591cC,m01oak17591cC-t01.1,-3.21,AT3G52155,,Phosphoglycerate mutase family protein
m01oak43842Cz,,-3.21,,,
m01oak44092ci,m01oak44092ci-t01.1,-3.21,D:PF00069 D:PF07714,Pkinase Pkinase_Tyr,Protein kinase domain ~ Protein tyrosine kinase
m01oak33188Cz,,-3.21,,,
m01oak10440CC,m01oak10440CC-t01.1,-3.21,AT3G14890,,phosphoesterase
m01oak57142Cz,,-3.21,,,
m01oak44938Cz,,-3.21,,,
m01oak25900Cz,,-3.21,,,
m01oak46965Cz,,-3.21,,,
m01oak29955Cz,,-3.21,,,
m01oak23563Cz,,-3.21,,,
m01oak38928Jz,,-3.21,,,
m01oak15654Cz,,-3.21,,,
m01oak44506Cz,,-3.21,,,
m01oak63476Jt,,-3.21,,,
m01oak02638cC,m01oak02638cC-t01.1,-3.21,AT3G45850,,P-loop containing nucleoside triphosphate hydrolases superfamily protein
m01oak40595Cz,,-3.21,,,
m01oak13165Ct,,-3.21,,,
m01oak24801Cz,,-3.21,,,
m01oak36262Cz,,-3.21,,,
m01oak49413Cz,,-3.21,,,
m01oak18416CC,m01oak18416CC-t01.1,-3.21,D:PF00072,Response_reg,Response regulator receiver domain
m01oak03017CT,m01oak03017CT-t01.1,-3.21,AT1G66330,,senescence-associated family protein
m01oak57036Cz,,-3.21,,,
m01oak48031Cz,,-3.21,,,
m01oak07169CC,m01oak07169CC-t01.1,-3.21,AT1G64150,,Uncharacterized protein family (UPF0016)
m01oak62941Cz,,-3.21,,,
m01oak48939Cz,,-3.21,,,
m01oak38419Cz,,-3.21,,,
m01oak33096Cz,,-3.21,,,
m01oak43598CC,m01oak43598CC-t01.1,-3.21,AT5G57830,,"Protein of unknown function, DUF593"
m01oak26371Cz,,-3.21,,,
m01oak42087Cz,,-3.21,,,
m01oak18365Cz,,-3.21,,,
m01oak25359Cz,,-3.21,,,
m01oak19449cf,m01oak19449cf-t01.1,-3.21,r:PF13855 D:PF00931,LRR_8 NB-ARC,Leucine rich repeat ~ NB-ARC domain
m01oak41349Cz,,-3.22,,,
m01oak41513Cz,,-3.22,,,
m01oak14275Ct,m01oak14275Ct-t01.1,-3.22,F:PF04782,DUF632,Protein of unknown function (DUF632)
m01oak14947cC,m01oak14947cC-t01.1,-3.22,AT4G00030,,Plastid-lipid associated protein PAP / fibrillin family protein
m01oak04465CC,,-3.22,,,
m01oak37876Cz,,-3.22,,,
m01oak31698ji,,-3.22,,,
m01oak23058Jz,,-3.22,,,
m01oak08471cf,,-3.22,,,
m01oak53574jF,m01oak53574jF-t01.1,-3.22,D:PF00931,NB-ARC,NB-ARC domain
m01oak39755Cz,,-3.22,,,
m01oak16464Cz,,-3.22,,,
m01oak26596Cz,,-3.22,,,
m01oak59558Cz,,-3.22,,,
m01oak47028Jz,,-3.22,,,
m01oak17125jC,m01oak17125jC-t01.1,-3.22,AT5G23200,,unknown protein
m01oak27918Ct,m01oak27918Ct-t01.1,-3.22,r:PF12854 r:PF13041 r:PF13812 F:PF01535,2x:PPR_1 2x:PPR_2 3x:PPR_3 3x:PPR,PPR repeat ~ PPR repeat family ~ Pentatricopeptide repeat domain ~ PPR repeat
m01oak42063Cf,m01oak42063Cf-t01.1,-3.22,D:PF01453 D:PF00069 D:PF07714,B_lectin Pkinase Pkinase_Tyr,D-mannose binding lectin ~ Protein kinase domain ~ Protein tyrosine kinase
m01oak25887Cz,,-3.22,,,
m01oak01152Cz,,-3.22,,,
m01oak80539Cz,,-3.22,,,
m01oak18755Cz,,-3.22,,,
m01oak46923Cz,,-3.22,,,
m01oak08478cf,m01oak08478cf-t01.1,-3.22,AT2G20020,CAF1,RNA-binding CRS1 / YhbY (CRM) domain-containing protein
m01oak24083Cz,,-3.22,,,
m01oak42810Cz,,-3.22,,,
m01oak45189Cz,,-3.22,,,
m01oak06032cC,m01oak06032cC-t01.1,-3.22,D:PF00072 D:PF00249,Response_reg Myb_DNA-binding,Response regulator receiver domain ~ Myb-like DNA-binding domain
m01oak18985cC,m01oak18985cC-t01.1,-3.22,AT2G31290,,Ubiquitin carboxyl-terminal hydrolase family protein
m01oak67777Cz,,-3.22,,,
m01oak25073Cz,,-3.22,,,
m01oak45726Cz,,-3.22,,,
m01oak36762ci,m01oak36762ci-t01.1,-3.22,D:PF08937 D:PF13676 F:PF01582,DUF1863 TIR_2 TIR,MTH538 TIR-like domain (DUF1863) ~ TIR domain ~ TIR domain
m01oak42924Cz,,-3.22,,,
m01oak17556Cz,,-3.23,,,
m01oak00977CC,m01oak00977CC-t01.1,-3.23,AT2G31400,GUN1,genomes uncoupled 1
m01oak48925Cz,,-3.23,,,
m01oak43753cF,m01oak43753cF-t01.1,-3.23,F:PF00012,HSP70,Hsp70 protein
m01oak16670CC,m01oak16670CC-t01.1,-3.23,AT5G28490,LSH1,Protein of unknown function (DUF640)
m01oak45113Cz,,-3.23,,,
m01oak27690Cz,,-3.23,,,
m01oak33840Cz,,-3.23,,,
m01oak48918Cz,,-3.23,,,
m01oak24672Cz,,-3.23,,,
m01oak10786cC,m01oak10786cC-t01.1,-3.23,AT2G17695,,unknown protein
m01oak35693CT,,-3.23,,,
m01oak08903cC,m01oak08903cC-t01.1,-3.23,AT3G15380,,Plasma-membrane choline transporter family protein
m01oak48328Cz,,-3.23,,,
m01oak07696cC,m01oak07696cC-t01.1,-3.23,AT1G14030,,Rubisco methyltransferase family protein
m01oak38764Cz,,-3.23,,,
m01oak17825cC,m01oak17825cC-t01.1,-3.23,AT5G03150,JKD,C2H2-like zinc finger protein
m01oak54599Cz,,-3.23,,,
m01oak18445Cz,,-3.23,,,
m01oak34539Cz,,-3.23,,,
m01oak45041Cz,,-3.23,,,
m01oak23509cF,,-3.23,,,
m01oak14451Cz,,-3.23,,,
m01oak15177cC,m01oak15177cC-t01.1,-3.23,AT3G18215,,"Protein of unknown function, DUF599"
m01oak19157ct,,-3.23,,,
m01oak24431Cz,,-3.23,,,
m01oak03506CC,m01oak03506CC-t01.1,-3.23,D:PF13894 D:PF00096,2x:zf-C2H2_4 zf-C2H2,"C2H2-type zinc finger ~ Zinc finger, C2H2 type"
m01oak30886Cz,,-3.23,,,
m01oak56220Jz,,-3.23,,,
m01oak36999Cz,,-3.23,,,
m01oak80391Cz,,-3.23,,,
m01oak32209Cz,,-3.23,,,
m01oak56327Cz,,-3.23,,,
m01oak62526Cz,,-3.23,,,
m01oak17451cC,m01oak17451cC-t01.1,-3.23,AT3G45740,,hydrolase family protein / HAD-superfamily protein
m01oak38894Cz,,-3.24,,,
m01oak40604Cm,m01oak40604Cm-t01.1,-3.24,F:PF02536,2x:mTERF,mTERF
m01oak79174Cz,,-3.24,,,
m01oak23820Ci,m01oak23820Ci-t01.1,-3.24,D:PF00232,Glyco_hydro_1,Glycosyl hydrolase family 1
m01oak35203Cz,,-3.24,,,
m01oak52401Cz,,-3.24,,,
m01oak09103CC,m01oak09103CC-t01.1,-3.24,AT4G20960,,Cytidine/deoxycytidylate deaminase family protein
m01oak03669cC,m01oak03669cC-t01.1,-3.24,AT2G31040,,ATP synthase protein I-related
m01oak17962Cz,,-3.24,,,
m01oak18466cC,m01oak18466cC-t01.1,-3.24,F:PF02536,3x:mTERF,mTERF
m01oak69757ci,m01oak69757ci-t01.1,-3.24,r:PF00560,2x:LRR_1,Leucine Rich Repeat
m01oak17289Cz,m01oak17289Cz-t01.1,-3.24,r:PF00560,LRR_1,Leucine Rich Repeat
m01oak08980jT,,-3.24,,,
m01oak30659Cz,,-3.24,,,
m01oak76877Cz,,-3.24,,,
m01oak74750Cz,,-3.24,,,
m01oak32339Cz,,-3.24,,,
m01oak49958Cz,,-3.24,,,
m01oak04912CC,m01oak04912CC-t01.1,-3.24,AT3G16000,MFP1,MAR binding filament-like protein 1
m01oak04452jC,m01oak04452jC-t01.1,-3.24,AT1G60800,NIK3,NSP-interacting kinase 3
m01oak07439Ct,m01oak07439Ct-t01.1,-3.24,AT1G75460,,ATP-dependent protease La (LON) domain protein
m01oak00978cC,m01oak00978cC-t01.1,-3.24,AT3G15190,,"chloroplast 30S ribosomal protein S20, putative"
m01oak21622CT,m01oak21622CT-t01.1,-3.24,D:PF02545,Maf,Maf-like protein
m01oak55607Cz,,-3.24,,,
m01oak69747Cf,m01oak69747Cf-t01.1,-3.24,D:PF13975,gag-asp_proteas,gag-polyprotein putative aspartyl protease
m01oak08306Ct,m01oak08306Ct-t01.1,-3.24,AT1G32070,NSI,nuclear shuttle interacting
m01oak25938cf,m01oak25938cf-t01.1,-3.24,F:PF08488,WAK,Wall-associated kinase
m01oak68366jF,,-3.24,,,
m01oak34034Cz,,-3.24,,,
m01oak16217cC,m01oak16217cC-t01.1,-3.24,D:PF11443,DUF2828,Domain of unknown function (DUF2828)
m01oak52616Cz,,-3.24,,,
m01oak53068Cz,,-3.24,,,
m01oak13451Cz,,-3.24,,,
m01oak09519CT,m01oak09519CT-t01.1,-3.24,AT1G77600,,ARM repeat superfamily protein
m01oak34415Cz,,-3.24,,,
m01oak41458Cz,,-3.24,,,
m01oak00437cC,m01oak00437cC-t01.1,-3.24,D:PF00450,Peptidase_S10,Serine carboxypeptidase
m01oak76033ci,,-3.24,,,
m01oak13062CC,m01oak13062CC-t01.1,-3.24,AT1G71480,,Nuclear transport factor 2 (NTF2) family protein
m01oak16312CF,,-3.24,,,
m01oak64176Jz,,-3.24,,,
m01oak76614Cz,,-3.24,,,
m01oak46549cF,m01oak46549cF-t01.1,-3.24,D:PF03114,BAR,BAR domain
m01oak06229CC,m01oak06229CC-t01.1,-3.24,AT4G26860,,"Predicted pyridoxal phosphate-dependent enzyme, YBL036C type"
m01oak09087cC,m01oak09087cC-t01.1,-3.24,D:PF13857 D:PF13962 D:PF13637 r:PF00023 F:PF12796,Ank_5 PGG Ank_4 Ank Ank_2,Ankyrin repeats (many copies) ~ Domain of unknown function ~ Ankyrin repeats (many copies) ~ Ankyrin repeat ~ Ankyrin repeats (3 copies)
m01oak21508Ct,,-3.24,,,
m01oak28310Cz,,-3.25,,,
m01oak23677Cz,,-3.25,,,
m01oak32141Cz,,-3.25,,,
m01oak43037Cz,,-3.25,,,
m01oak67170Cc,m01oak67170Cc-t01.1,-3.25,D:PF08937 D:PF13676 F:PF01582 D:PF00931,DUF1863 TIR_2 TIR NB-ARC,MTH538 TIR-like domain (DUF1863) ~ TIR domain ~ TIR domain ~ NB-ARC domain
m01oak32482Cz,,-3.25,,,
m01oak05765CC,m01oak05765CC-t01.1,-3.25,D:PF00069 D:PF07714,Pkinase Pkinase_Tyr,Protein kinase domain ~ Protein tyrosine kinase
m01oak68386Cz,,-3.25,,,
m01oak73774cf,m01oak73774cf-t01.1,-3.25,D:PF14111,DUF4283,Domain of unknown function (DUF4283)
m01oak27427Cz,,-3.25,,,
m01oak20664CF,m01oak20664CF-t01.1,-3.25,AT4G10380,NIP5;1,NOD26-like intrinsic protein 5;1
m01oak13665jC,m01oak13665jC-t01.1,-3.25,AT3G55850,LAF3,Amidohydrolase family
m01oak03584cF,m01oak03584cF-t01.1,-3.25,AT1G52770,,Phototropic-responsive NPH3 family protein
m01oak29719Jz,,-3.25,,,
m01oak71757Cz,,-3.25,,,
m01oak16284Cz,,-3.25,,,
m01oak12861Cz,,-3.25,,,
m01oak13081cC,m01oak13081cC-t01.1,-3.25,AT1G23400,CAF2,RNA-binding CRS1 / YhbY (CRM) domain-containing protein
m01oak15752cC,m01oak15752cC-t01.1,-3.25,AT4G22990,,Major Facilitator Superfamily with SPX (SYG1/Pho81/XPR1) domain-containing protein
m01oak50517cf,,-3.25,,,
m01oak66907Cz,,-3.25,,,
m01oak14920Cz,,-3.25,,,
m01oak15166CC,m01oak15166CC-t01.1,-3.25,AT2G29660,,zinc finger (C2H2 type) family protein
m01oak19424Cz,,-3.25,,,
m01oak04535Cz,,-3.25,,,
m01oak18240cT,,-3.25,,,
m01oak16598cC,m01oak16598cC-t01.1,-3.25,AT2G41120,,unknown protein
m01oak03503CT,m01oak03503CT-t01.1,-3.25,D:PF00098,2x:zf-CCHC,Zinc knuckle
m01oak29549Cz,,-3.26,,,
m01oak42287Cz,,-3.26,,,
m01oak22306Cz,,-3.26,,,
m01oak14272Cz,,-3.26,,,
m01oak45892Cz,,-3.26,,,
m01oak02565CC,m01oak02565CC-t01.1,-3.26,F:PF00230,MIP,Major intrinsic protein
m01oak61095Cz,,-3.26,,,
m01oak22701Cz,,-3.26,,,
m01oak12054CC,m01oak12054CC-t01.1,-3.26,AT5G05690,CPD,Cytochrome P450 superfamily protein
m01oak41710CC,m01oak41710CC-t01.1,-3.26,D:PF08246 D:PF00112,Inhibitor_I29 Peptidase_C1,Cathepsin propeptide inhibitor domain (I29) ~ Papain family cysteine protease
m01oak07209Cz,,-3.26,,,
m01oak03516Cz,,-3.26,,,
m01oak10108Cz,,-3.26,,,
m01oak19967Cz,,-3.26,,,
m01oak34754Cz,,-3.26,,,
m01oak31676Jz,,-3.26,,,
m01oak52591Cz,,-3.26,,,
m01oak51719Jz,,-3.26,,,
m01oak68991Cz,,-3.26,,,
m01oak37939Cz,,-3.26,,,
m01oak02933cC,m01oak02933cC-t01.1,-3.26,AT1G79230,MST1,mercaptopyruvate sulfurtransferase 1
m01oak19215Cz,,-3.26,,,
m01oak09259Ct,m01oak09259Ct-t01.1,-3.26,D:PF00225,Kinesin,Kinesin motor domain
m01oak06304cC,m01oak06304cC-t01.1,-3.26,AT3G59040,,Tetratricopeptide repeat (TPR)-like superfamily protein
m01oak07407CC,m01oak07407CC-t01.1,-3.26,D:PF02115,Rho_GDI,RHO protein GDP dissociation inhibitor
m01oak05264cf,m01oak05264cf-t01.1,-3.26,AT1G80380,,P-loop containing nucleoside triphosphate hydrolases superfamily protein
m01oak13656cf,m01oak13656cf-t01.1,-3.26,AT2G36370,,ubiquitin-protein ligases
m01oak20092Jc,,-3.26,,,
m01oak30130Cz,,-3.26,,,
m01oak25538Jz,,-3.26,,,
m01oak31146Cz,,-3.26,,,
m01oak42955Cz,,-3.26,,,
m01oak28985Cz,,-3.26,,,
m01oak49756Cz,,-3.26,,,
m01oak17387JC,m01oak17387JC-t01.1,-3.26,ATCG00120,ATPA,ATP synthase subunit alpha
m01oak53773Cz,,-3.26,,,
m01oak02662cC,m01oak02662cC-t01.1,-3.26,AT1G15730,,Cobalamin biosynthesis CobW-like protein
m01oak32140Cf,m01oak32140Cf-t01.1,-3.26,D:PF13637 r:PF00023 F:PF12796,Ank_4 Ank Ank_2,Ankyrin repeats (many copies) ~ Ankyrin repeat ~ Ankyrin repeats (3 copies)
m01oak15526cC,m01oak15526cC-t01.1,-3.26,AT2G28120,,Major facilitator superfamily protein
m01oak75151Jz,,-3.26,,,
